id;title;description;release_year;age_certification;runtime;genre;countries;imdb_score;imdb_votes;cast
tm675154;Malaal;Malaal is the story of Shiva and Astha, two very different people from contrasting backgrounds who experience the innocence of love. Does their love find its destination or do they part ways? Stay on this journey to find out.;2019;;136;action;IN;5.9;1144.0;Meezaan Jafri, Sharmin Segal, Sameer Dharmadhikari, Sonal Jha, Sanjay Gurbaxani, Anil Gawas, Chinmayee Surve, Sunil Tawde, Ishwak Singh, Radha Sagar, Badri Chavan, Mangesh Hadawale
tm933447;Michael McIntyre: Showman;Charming comic Michael McIntyre talks family, technology, sharks, accents and the time he confused himself for a world leader in this stand-up special.;2020;;62;comedy;GB;7.2;1348.0;Michael McIntyre
tm833361;True: Tricky Treat Day;It's up to True and her friends to save the day when a hungry Yeti sneaks a forbidden treat and fills the kingdom with Howling Greenies.;2019;;23;animation;;;;Michela Luci, Jamie Watson, Eric Peterson, Nicholas Aqui, Anna Claire Bartlam
tm413558;Funan;Cambodia, once the ancient kingdom of Funan, April 17th, 1975. The entire country falls under the tyranny of Angkar, the communist party of the Khmer Rouge. The cities are abandoned, the population is thrown to the roads and forced to walk towards an uncertain future…;2019;;84;animation;LU, BE, KH, FR;6.9;1017.0;Bérénice Bejo, Louis Garrel, Colette Kieffer, Aude-Laurence Clermont Biver, Brice Montagne, Franck Sasonoff, Hervé Sogne, Maxime Baudoin, Tom Trouffier, Lila Lacombe, Émilie Marié, Thierry Jahn, Céline Ronté, Denis Do
tm849599;Furtive;Park Ranger Pablo Silva remakes his life in his new destination, a forgotten and troubled place that few want to go to, the Pereyra Iraola Park. Soon, under an apparent tranquility, he discovers a network of poachers, traffc and hoaxes. His old hunter instinct will arise. He can hide from everyone, except himself.;2020;;84;thriller;AR;5.1;347.0;"Rodrigo de la Serna, Belén Blanco, Walter Jakob, Facundo Aquinos, Pablo Ragoni, Héctor Bordoni, Daniel Bernardes, Patricia Calisaya, Pablo Palacio, ""Francisco DEufemia"""
tm548602;Between Two Ferns: The Movie;Galifianakis dreamed of becoming a star. But when Will Ferrell discovered his public access TV show, 'Between Two Ferns' and uploaded it to Funny or Die, Zach became a viral laughing stock. Now Zach and his crew are taking a road trip to complete a series of high-profile celebrity interviews and restore his reputation.;2019;;82;comedy;US;6.1;34108.0;Zach Galifianakis, Lauren Lapkus, Ryan Gaul, Jiavani Linayao, Will Ferrell, Matthew McConaughey, David Letterman, Peter Dinklage, Jon Hamm, John Legend, Benedict Cumberbatch, Brie Larson, Chrissy Teigen, Keanu Reeves, Rashida Jones, Chance the Rapper, Hailee Steinfeld, Bobby Tisdale, John Cho, Adam Scott, Tiffany Haddish, Paul Rudd, Jason Schwartzman, Bruce Willis, Tessa Thompson, A.D. Miles, Awkwafina, Gal Gadot, Rekha Shankar, Mary Scheer, Olivia Mekdara, Mo Zelof, Gabriel Gundacker, Phil Hendrie, Mike Ivy, Matt Besser, Mary Holland, Najla Samad, Michelle Munoz, Lauren Ashley Smith, Phil Abrams, Chloé Wepper, Greg Galifianakis, Dennis Gubbins, Edi Patterson, Charity L. Miller, Phoebe Bridgers, Matt Berninger, Mike Brewer, Walter Martínez, Matt Barrick, Blake Clark, Paul F. Tompkins, Paul Rust, Joav Ramon, Mary Sohn, Will Hines, Demi Adejuyigbe, Mandell Maughan, Scott Aukerman
tm461427;15 August;On India's Independence Day, a zany mishap in a Mumbai chawl disrupts a young love story while compelling the residents to unite in aid of a little boy.;2019;;124;romance;IN;5.9;289.0;Rahul Pethe, Adinath Kothare, Renuka Sahane, Vaibhav Mangle, Nayana Apte, Jaywant Wadkar, Uday Tikekar, Satish Phulekar, Mrunmayee Deshpande, Swapnaneel Jayakar
tm817087;#AnneFrank. Parallel Stories;One single Anne Frank moves us more than the countless others who suffered just as she did but whose faces have remained in the shadows-Primo Levi. The Oscar®-winning Helen Mirren will introduce audiences to Anne Frank's story through the words in her diary. The set will be her room in the secret refuge in Amsterdam, reconstructed in every detail by set designers from the Piccolo Theatre in Milan. Anne Frank this year would have been 90 years old. Anne's story is intertwined with that of five Holocaust survivors, teenage girls just like her, with the same ideals, the same desire to live: Arianna Szörenyi, Sarah Lichtsztejn-Montard, Helga Weiss and sisters Andra and Tatiana Bucci. Their testimonies alternate with those of their children and grandchildren.;2019;;92;drama;IT;6.5;1625.0;Helen Mirren, Anne Frank, Martina Gatti, Arianna Szorenyi, Sabina Fedeli, Anna Migotto
tm918960;The Magic School Bus Rides Again: Kids in Space;The Magic School Bus kids blast into orbit - and onto the International Space Station - only to find themselves on the run from a giant tardigrade.;2020;;45;animation;CA;6.2;89.0;Kate McKinnon, Mikaela Blake
tm355783;Eli;A boy named Eli with a rare autoimmune disorder is confined to a special experimental clinic for his treatment. He soon begins experiencing supernatural forces, turning the supposedly safe facility into a haunted prison for him and his fellow patients.;2019;R;98;horror;US;5.8;37659.0;Charlie Shotwell, Lili Taylor, Kelly Reilly, Max Martini, Sadie Sink, Deneen Tyler, Katia Gomez, Austin Foxx, Parker Lovein, Lou Beatty Jr., Jared Bankens, Nathaniel Woolsey, Kailia Posey, Ciarán Foy
tm958984;Voiceless;The Hausa feature film is a story of love and the power of dreams in the midst of the violence and terrorism in Nigeria's northeast and is based on eyewitness account. It follows the story of a bright, promising girl, Salma who was held captive by a daring terrorist group along with 245 of her schoolmates. Despite her seemingly hopeless reality, she refuses to give up on her huge dreams. The struggle to regain freedom and realize her dreams leads to unfathomable pains and deaths.;2020;;120;thriller;NG;7.2;40.0;Madaki Asabe, Yakubu Mohammad, Uzee Usman, Abba Ali Zaky
tm819950;Anima;In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead stars in a mind-bending visual piece. Best played loud.;2019;;15;music;FR, GB, CZ;;;Thom Yorke, Dajana Roncione, Paul Thomas Anderson
tm930246;Simon Calls;It's last week at school, but Simon's not studying for his finals. His parents have divorced and seem to be waiting for a change that never comes. Simon gets tired of waiting. Could he get a one-way ticket to the USA? Would it be possible to make objects explode from afar? And what if time could be reversed? Or if freedom is only to be found in movies?;2020;;84;drama;PT;;;Simon Langlois, Rita Martins, Mariana Achega, Bernardo Chatillon, Miguel Orrico, Maria Leite, Raquel Pimpão, Sérgio Coragem, Francisco Sousa, Catarina Guerreiro, Raimundo Carvalho, Pedro Melo Alves, André Murraças, Leonardo Outeiro, Bertrand Joanny, Marta Sousa Ribeiro
tm376903;Dry Martina;Martina was a famous singer in Argentina during the late 90s, who's become completely frigid and disenchanted with love. The arrival of a so-called sister, alongside her attractive boyfriend, compel Martina to go to Chile with one objective in mind: getting back her libido.;2019;;95;drama;AR, CL;5.8;1056.0;Antonella Costa, Geraldine Neary, Pedro Campos, Patricio Contreras, Álvaro Espinoza, Martín Garabal, Joaquin Fernández, Sergio Nicloux, Héctor Morales, Fernando Guzzoni, Lucas Espinoza, Rafael Gumucio, Joaquin Mussio, Eyal Meyer, Juan Pablo Correa, Sergio Diaz, Alejandro Goic, Etienne Bobenrieth, Che Sandoval
tm496588;Azali;Thrust into Accra by circumstances, a 14-year-old girl from Northern Ghana must endure life in the slums of Accra, and find a way to get back home.;2020;;92;drama;GH;5.7;213.0;Asana Alhassan, Akofa Edjeani Asiedu, Adjetey Anang, Ama K. Abebrese, Emmanuel Nii Adom Quaye, Kwabena Gyansah
tm822272;Love for Sale 2;Tired of matchmaking by his mother, Ican brings a woman from a dating application and introduces her to Ros. Their family relations are warmed thanks to Arini and Ican starts to like her.;2019;;92;drama;ID;7.0;576.0;Adipati Dolken, Della Dartyan, Ratna Riantiarno, Ariyo Wahab, Bastian Steel, Putri Ayudya, Taskya Namya, Egy Fedly, Yayu A.W. Unru, Abdurrahman Arif, Revaldo, Dayu Wijanto, Roy Marten, Bernadette Bonita, Natasha Anggita, Rukman Rosadi, Adriano Qalbi, Sabrina Rochelle Kalangie, Andibachtiar Yusuf
tm912415;Urzila Carlson: Overqualified Loser;"Stand-up comedian Urzila Carlson keeps the crowd roaring with her thoughts on recasting ""The Biggest Loser,"" sex tape regrets and boxed wine hangovers.";2020;;62;comedy;AU;6.3;366.0;Urzila Carlson, Hayden Guppy
tm425748;Cook Off;A Zimbabwean single mother's life is turned upside down when her son enters her into a reality TV cooking competition.;2020;PG;116;romance;ZW;6.0;378.0;Tendaiishe Chitima, Chirikure Chirikure, Tehn Diamond, Kevin Hanssen, Fungai Majaya, Charmaine Mujeri, Jesese Mungoshi, Eddie Sandifolo, Zihlo, Eugene Zimbudzi, Tomas L. Brickhill
tm472344;Sea;Francisca, a beautiful 50-year-old widow (played by Maria de Medeiros), prepared a peaceful future for herself. In an unexpected outburst, she grabs an opportunity for change and embarks on a sailboat called ‘Hovering Over the Water’.;2019;;103;drama;PT;5.3;59.0;Maria de Medeiros, Pedro Cabrita Reis, Nuno Lopes, Catarina Wallenstein, Augusto Amado, Cassiano Carneiro, José Nascimento, Dinis Gomes, Marcello Urgeghe, Carla Bolito, Hugo Mestre Amaro, Margarida Gil
tm827142;Dave Chappelle: Sticks & Stones;Dave Chappelle takes on gun culture, the opioid crisis and the tidal wave of celebrity scandals in this defiant stand-up special.;2019;R;65;comedy;US;8.3;26887.0;Dave Chappelle, Stan Lathan
tm918373;Malibu Rescue: The Next Wave;It’s summer again, and everyone’s favorite Junior Rescuers, The Flounders, are back at Tower 2. With the International Junior Rescue Championships headed to Southern California, the eyes of the entire planet are on Malibu Beach. But when Team USA falls victim to a bout of food poisoning, it’s up to Tyler, Dylan, Eric, Lizzie and Gina to represent their country in the world's most extreme lifeguard challenge!;2020;;70;comedy;US;4.8;902.0;Jackie R. Jacobson, Jeremy Howard, Breanna Yde, Abby Donnelly, Ricardo Hurtado, JT Neal, Kirrilee Berger, Alkoya Brunson, Lauren Gaw, Ella McKenzie, Nate Richman, Paulina Alvarez, Camaron Engels, Molly Haldeman, Katherine Klosterman, Ella Gross, Carlos Sanson Jr., Michael Mourra, Savage Steve Holland
tm931701;Òlòtūré;In Lagos, Nigeria, young, naive Nigerian journalist Òlòtūré goes undercover to expose the shady underworld of human trafficking. Unused to this brutal environment, crawling with ruthless traders and pimps, Òlòtūré finds warmth and friendship with Blessing, Linda and Beauty, the prostitutes she lives with. However, she gets drawn into their lifestyle and finds it difficult to cope. In her quest to uncover the truth, she pays the ultimate price - one that takes her to the verge of no return.;2020;;106;drama;NG;5.6;835.0;Ada Ameh, Beverly Osu, Blossom Chukwujekwu, Bukola Oladipupo, Daniel Etim Effiong, David Jones David, Emmanuel Ilemobayo, Eunice Omorogie, Gregory Ojefua, Ikechukwu Onunaku, Kemi Lala Akindoju, Omawumi Mebgele, Omoni Oboli, Omowunmi Dada, Sambasa Nzeribe, Pearl Okorie, Segun Arinze, Sharon Ooja, Wofai Fada, Yemi Solade, Kenneth Gyang
tm851499;Vir Das: For India;From the Vedas to Vasco de Gama to vacuous Bollywood plotlines, comedian Vir Das celebrates the history of India with his one-of-a-kind perspective.;2020;;75;comedy;IN;7.7;1408.0;Vir Das, Vir Das, Ajay Bhuyan
tm946927;Dance Dreams: Hot Chocolate Nutcracker;"This documentary spotlights Debbie Allen's career and follows her group of dance students as they prepare for Allen's annual ""Hot Chocolate Nutcracker,"" a reimagining of the classic ballet.";2020;;80;documentation;US;7.1;365.0;Debbie Allen, Chris Scott, Chantel Heath, Oliver Bokelberg
tm494847;Made in China;Story of Failed Gujarati Businessman, who jumps into unknown world of China to get once in a life time business idea, which will change his life.;2019;PG;128;comedy;IN;6.2;4608.0;Rajkummar Rao, Mouni Roy, Boman Irani, Amyra Dastur, Paresh Rawal, Gajraj Rao, Sumeet Vyas, Manoj Joshi, Amit Bimrot, Bijou Thaangjam, Abhishek Banerjee, Mikhil Musale
tm813938;Mike Epps: Only One Mike;A 2019 stand-up comedy special by comedian Mike Epps, where he tackles sexual misconduct, special education, aging body parts and more.;2019;;63;comedy;US;4.8;317.0;Mike Epps, Kevin Bray
tm471288;Baby Mamas;The daily lives and loves of four professional women in South Africa who are all in different stages of their own real-life baby mama drama.;2020;;98;drama;ZA;6.4;79.0;Salamina Mosese, Kay Smith, Thembisa Mdoda, Dineo Ranaka, Jonathan Boynton-Lee, Nicholas Nkuna, Sthembiso Khoza, Donovan Pietersen, Stephina Zwane
tm856945;Carmen Sandiego: To Steal or Not to Steal;You drive the action in this interactive adventure, helping Carmen save Ivy and Zack when V.I.L.E. captures them during a heist in Shanghai.;2020;;31;animation;CA;;;"Gina Rodriguez, Finn Wolfhard, Abby Trott, Micheal Hawley, ""Liam OBrien"", Mary Elizabeth McGlynn, Toks Olagundoye, Sharon Muthu, Kari Wahlgren, Andrew Pifko, Bernardo de Paula, Kimiko Glenn, Charlet Chung, Dawnn Lewis, Jos Humphrey, Kenny Park"
tm937044;Bigflo & Oli: Hip Hop Frenzy;Go backstage with French rap duo Bigflo & Oli in this intimate music documentary, then join the superstar siblings as they embark on a major tour.;2020;;100;music;FR;6.7;134.0;Florian Ordonez, Olivio Ordonez, Florian Ordonez, Olivio Ordonez
tm460829;Children of the Sea;Ruka is a young girl whose parents are separated and whose father works in an aquarium. When two boys, Umi and Sora, who were raised in the sea by dugongs, are brought to the aquarium, Ruka feels drawn to them and begins to realize that she has the same sort of supernatural connection to the ocean that they do. Umi and Sora's special power seems to be connected to strange events that have been occurring more and more frequently, such as the appearance of sea creatures far from their home territory and the disappearance of aquarium animals around the world. However, the exact nature of the boys' power and of the abnormal events is unknown, and Ruka gets drawn into investigating the mystery that surrounds her new friends.;2019;;110;animation;JP;6.5;3176.0;Mana Ashida, Hiiro Ishibashi, Seishu Uragami, Win Morisaki, Goro Inagaki, Yu Aoi, Tohru Watanabe, Min Tanaka, Sumiko Fuji, Ayumu Watanabe
tm452440;Cinderela Pop;"Cintia is modern princess, she's connected, decided and loves music. This ""pop"" princess used to live with their parents in a huge castle with a nice view to the city. Every night she looked through the window and watch the view dreaming with a prince she didn't met yet. But one day her castle crumbles with everything around her, after her parents divorce she went to live with her aunt and stops believing in love.  What she didn't knew was that there was a charming prince in her history, that wanted to break the ice around our modern day cinderella.";2019;;94;comedy;BR;4.6;1147.0;Maisa Silva, Filipe Bragança, Fernanda Paes Leme, Letícia Pedro, Kiria Malheiros, Elisa Pinheiro, Marcelo Valle, Miriam Freeland, Giovanna Grigio, Bárbara Maia, Leo Cidade, Matheus Costa, Sergio Malheiros, Isabel Fillardis, Bruno Garotti
tm878333;Pokémon the Movie: Secrets of the Jungle;The story of Koko, a young boy raised by Pokémon, and the creation of a new bond between humans and Pokémon.;2020;;99;fantasy;JP;6.4;2189.0;Rica Matsumoto, Ikue Otani, Moka Kamishiraishi, Megumi Hayashibara, Shin-ichiro Miki, Inuko Inuyama, Kankuro Nakamura, Shoko Nakagawa, Koichi Yamadera, Tetsuo Yajima
tm866782;One-Way to Tomorrow;Two strangers meet on a journey from Ankara to Izmir. Although having a rough start, their relationship takes a different path when they realize they have to confront themselves and would like to clean the slate as they get to know each other.;2020;;90;comedy;TR;5.6;4819.0;Metin Akdülger, Dilan Çiçek Deniz, Tevfik Kartal, Fatma Filiz Sencan, Ömür Kayakırılmaz, Ozan Açıktan
tm851862;Mutiny of the Worker Bees;Omar gets an office job at Relotech, where he becomes the boss's favourite, which is great, until it’s not.;2020;;100;comedy;MX;4.1;494.0;Gustavo Egelhaaf, Alejandro Suárez, Bárbara de Regil, Mauricio Argüelles, Anna Carreiro, Fernando Becerril, Carlos Macías, José Sefami, Raquel Garza, Carlos Morett, Ernesto Loera, Fernando Garzafox, Fabiola Mascorro, César Rodríguez, Carlos Morett
tm468811;Mehandi Circus;A music shop owner falls in love with a girl from a circus troupe that visits his village, but caste and class stand in the way.;2019;;135;drama;IN;7.3;593.0;Madhampatty Rangaraj, Shweta Tripathi, Vignesh, Vela Ramamoorthy, G. Marimuthu, Ankur Vikal, Sunny Charles, Raju Saravanan
tm912327;The Larva Island Movie;Back at home, Chuck relates the island shenanigans of his larva pals Red and Yellow to a skeptical reporter in this movie sequel to the hit cartoon.;2020;;89;animation;KR;5.1;701.0;Hong Beom-gi, Kang Shin-hyung, Eddy Lee, Ahn Hyo-min, Kim Yeon-woo, Choi Nak-yoon, Tom Wayland, Erica Schroeder, Ahn Byoung-wook
tm483420;Ella Fitzgerald: Just One of Those Things;The times and life of the unique Ella Fitzgerald.;2019;;89;music;GB;7.0;501.0;Ella Fitzgerald, Leslie Woodhead
tm960414;A California Christmas;With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family's land before Christmas.;2020;PG-13;106;romance;US;5.8;10637.0;Lorynn York, Josh Swickard, Ali Afshar, David Del Rio, Natalia Mann, Katelyn Epperly, Gunnar Anderson, Julie Lancaster, Amanda Detmer, Montanna Gillis, George Kosturos, Aaron Royce Jones, Shaun Paul Piccinino
tm492043;Motichoor Chaknachoor;A hilarious story of a 36-year-old jobless man Pushpender, trying to find a wife and Anita who's also looking for a husband. But there's a catch - Anita wants to settle abroad after marriage.;2019;;150;comedy;IN;5.8;3036.0;Nawazuddin Siddiqui, Athiya Shetty, Vibha Chibber, Abhishek Rawat, Devanshu Singh, Karuna Pandey, Navni Parihar, Vivek Mishra, Sunny Leone, Debamitra Biswal
tm831934;The Millions;"Bem is the ultimate guy. With good looks, sweet mouth and with an intellect that can only be rivaled by his humour. When Bem is approached by an old friend, Wole Baba, about a job, his first thought is to walk away as he fears the heat that will come with such job. The job is simple enough; there is a stack of forty-two million dollars hidden away in an apartment owned by an unknown politician. If Bem can move the money, he can keep it but for a large chunk that goes to his contact as finder's fee. But when the dangerous man he duped earlier threatens his life, he decides to give it a shot. He reunites with his former partner, Jerome, who left the game after marriage and they both start to plan what could possibly be the greatest heist the country has ever witnessed. After several impossible suggestions, Bem and Jerome come up with a dicey plan. They start to navigate the several problems they could encounter and what was supposed to be a two man job turned to a six man job with every single one of them having an ulterior motive of being on the job.";2020;;94;crime;NG;5.6;57.0;Toyin Abraham, Blossom Chukwujekwu, Etinosa Idemudia, Ayo Makun, Chika Lann, Ramsey Nouah, Ali Nuhu, Broda Shaggi, Energy Uloko, Tunde Apalowo
tm972660;Gatham;Rishi and his girlfriend Adithi are on their way to visit Rishi's father and their car breaks down. A stranger offers them a stay at his house. What is Rishi's connection with the stranger, and how does they come out of the weird situation;2020;;120;thriller;IN;6.1;966.0;Bhargava Poludasu, Rakesh Galebhe, Poojitha Kuraparthi, Lakshmi Bharadwaj, Harsha Vardhan Pratap, Thirumudi Thulasiraman, Uss Uppuluri, Sofie Puchley, Raghu Gopal, Toktam Aboozary, Ana Scott, Bryarly Bishop, Trey Visionary, Kiran Kondamadugula
tm977782;Shawn Mendes: Live in Concert;In his hometown of Toronto, Shawn Mendes pours his heart out on stage with a live performance in a stadium packed with adoring fans.;2020;PG;87;documentation;CA;7.2;345.0;Shawn Mendes, Camila Cabello, Paul Dugdale
tm992712;From Stress to Happiness;Alejandro is an ordinary man, in the year 2018 he has a unique opportunity: to travel in a very close way along a Buddhist monk who lived 50 years in the Himalayas and accompanied the most recognized masters of Tibetan Buddhism;2020;PG-13;60;documentation;AR;6.2;258.0;Matthieu Ricard, Alejandro De Grazia, Tania Singer, David Steindl-Rast, Alejandro De Grazia
tm912399;We Are One;"Activists around the world fight injustice and drive social change in this documentary that follows their participation in the music video ""Solidarité.""";2020;;86;documentation;FR;5.1;93.0;Stéphane de Freitas
tm840152;Amsterdam to Anatolia;;2019;;6;drama;PS, US, LB, NL;;;Adam Bakri, Clara Khoury, Susan Youssef
tm435836;Mere Pyare Prime Minister;A story about four children living in a Mumbai slum in India. An eight-year old Kanhu writes a letter to the Prime Minister after a dramatic incident with his mother.;2019;;104;drama;IN;6.8;660.0;Anjali Patil, Makrand Deshpande, Atul Kulkarni, Rakeysh Omprakash Mehra
tm812783;Daniel Sosa: Maleducado;In his second comedy special, Daniel Sosa reflects on his childhood, Mexican traditions and the problem with the movie Coco.;2019;;54;comedy;MX;6.4;77.0;Daniel Sosa, Marcos Bucay
tm846354;#FriendButMarried 2;As Ayu and Ditto finally transition from best friends to newlyweds, a quick pregnancy creates uncertainty for the future of their young marriage.;2020;;104;drama;ID;6.9;333.0;Adipati Dolken, Mawar Eva De Jongh, Vonny Cornellya Permatasari, Sari Nila, Ivan Leonardy, Clay Gribble, Sarah Sechan, Jourdy Pranata, Tubagus Ali, Ravil Prasetya, Nagra Kautsar, Canti Tachril, Thalia Basir, Lily S. P., Anna Tairas, Willem Bevers, Hanif Thamrin, Estrina Nia Nirmala, Luffy Hamengku Dirgantara, Ayudia Bing Slamet, Ditto Percussion, Rako Prijanto
tm434830;The Grizzlies;In a small Arctic town struggling with the highest suicide rate in North America, a group of Inuit students' lives are transformed when they are introduced to the sport of lacrosse.;2020;R;106;drama;CA;7.5;2369.0;Ben Schnetzer, Booboo Stewart, Paul Nutarariaq, Ricky Marty-Pahtaykan, Tantoo Cardinal, Eric Schweig, Will Sasso, Anna Lambe, Fred Bailey, Miali Buscemi, Brad Fraser, James Takkiruq, Simon Nattaq, Madeline Ivalu, Seth Burke, Jennifer Kilabuk, Natar Ungalaaq, Tiivi Qiatsuk, Looee Ishulutak, Miranda de Pencier
tm540277;Nasha Natasha;Natalia Oreiro's story is absolutely unique. She is the only performer from Rio de la Plata and one of the very few Latin American performers who, despite language and cultural barriers, has become a popular symbol in such different countries as Czech Republic, Poland, Russia and Israel, This film is an attempt to uncover the phenomenon.;2020;;83;documentation;UY;6.4;324.0;Natalia Oreiro, Facundo Arana, Ricardo Mollo, Valeria Lorca, Merlín Atahualpa Mollo Oreiro, Martín Sastre
tm981770;An Unremarkable Christmas;Before the events of S1, Juanquini, El Ñato and Captain González shared one Christmas wish: being courageous enough to change their lives. One mysterious character, El Dañado, could be the one who makes their dreams come true.;2020;;83;comedy;CO;3.2;149.0;Antonio Sanint, Luis Eduardo Arango, María Cecilia Sánchez, Luisa Fernanda Giraldo, Juan Camilo Pinzón
tm405637;122;During a bloody night, a young man and his lover are struggling, not to get to the hospital, but to escape and survive.;2019;R;95;horror;EG;5.8;5684.0;Ahmed Dawood, Amina Khalil, Tarek Lotfy, Mohamed Mamdouh, Ahmed Al Fishawy, Mohamed Lotfi, Mahmoud Hegazy, Asmaa Galal, Tara Emad, Sabry Abdelmonem, Gehan Khalil, Yasser Al Yasseri
tm368725;Love Is a Story;Near by Christmas, in an old and charming town in Transylvania, Sebastian and Aprilia start a beautiful love story. However, nothing is as simple as it would seem. Being influenced by three men with strong personalities, Aprilia needs to find the balance between adulthood and the choices of a young girl's heart. It's Christmas time and life holds for this talented beautiful girl only the presents that she is strong enough to grab.;2019;;107;comedy;RO;6.0;365.0;Dragos Bucur, Raluca Aprodu, Mimi Brănescu, Mirela Oprișor, Tudor Roșu, Vlad Zamfirescu, Ionut Bora, Darie Armin Alexandru, Cristina Jacob
tm895839;Under the Riccione Sun;While vacationing on the crowded beaches of Riccione, a group of teenagers becomes fast friends as they grapple with relationship issues and romance.;2020;;102;comedy;IT;5.6;2816.0;Cristiano Caccamo, Saul Nanni, Andrea Roncato, Lorenzo Zurzolo, Ludovica Martino, Isabella Ferrari, Luca Ward, Davide Calgaro, Fotinì Peluso, Matteo Oscar Giuggioli, Claudia Tranchese, Giulia Schiavo, Maria Luisa De Crescenzo, Sergio Ruggeri, Rosanna Sapia, Tommaso Paradiso, Niccolò Celaia, Antonio Usbergo
tm884581;Rich in Love;Working incognito at his rich dad's company to test his own merits, Teto falls for Paula and tells her he grew up poor, a lie that spins out of control.;2020;;104;romance;BR;6.1;2856.0;Danilo Mesquita, Giovanna Lancellotti, Jaffar Bambirra, Lellê, Ernani Moraes, Bruna Griphao, Jeniffer Dias, Fernanda Paes Leme, Caio Paduan, Marcos Oliveira, Gillray Coutinho, Juliana Xavier, Sylbeth Soriano, Júlio Uchoa, Marcelo Basbus, Thaíssa Carvalho, Maria Rizza, Simone Kalil, Rômulo Medeiros, Alok, Miguel Santos, Bárbara Maia, Marco Nascimento, Vinicius Vommaro, Thadeu Matos, Wal Schneider, Oscar Calixto, Izabella Van Hécke, Lucas Gouvêa, Chico Suzano, Rosa Marya Colin, Julianna Rodrigues, Nicole Musafir, Helen Salgado, Ricardo Ferreira, Rita Porto, Bruno Garotti
tm283581;Super Deluxe;An unfaithful newly-wed wife, an estranged father, a priest and an angry son suddenly find themselves in the most unexpected predicaments, each poised to experience their destiny, all on one fateful day.;2019;NC-17;176;comedy;IN;8.4;13680.0;Vijay Sethupathi, Fahadh Faasil, Samantha Ruth Prabhu, Ramya Krishnan, Mysskin, Gayathrie Shankar, Bagavathi Perumal, Manushyaputhiran, Ashwanth Ashokkumar, Vijay Ram, Noble K. James, Jayanth, Mirnalini Ravi, Kavin Jay Babu, Abdool Lee, Thiagarajan Kumararaja
tm918026;Sam Jay: 3 in the Morning;"Comedian and ""Saturday Night Live"" writer Sam Jay serves up fresh takes on relationships, travel nightmares, the audacity of white people and more.";2020;;64;comedy;US;6.5;564.0;Sam Jay, Kristian Mercado Figueroa
tm897732;Bigfoot Family;Bigfoot, Adam's father, wants to use his fame for a good cause. Protecting a large wildlife reserve in Alaska sounds like the perfect opportunity! When Bigfoot mysteriously disappears without a trace, Adam and his animal friends will brave anything to find him again and save the nature reserve.;2020;G;97;family;FR, BE;5.8;3093.0;Jules Medcraft, David Lodge, Grant George, Shyloh Oostwald, Joey Camen, Kyle Hebert, Jeff Rector, Roger Craig Smith, Sandy Fox, Laila Berzins, Michael Sorich, George Babbit, Cyndia Scott, Dino Andrade, Chris Niosi, James Fredrick, Alejandra Cazarez, Lindsey Alena, Alexis Victor, Joe J. Thomas, Sophie Rae, Donte Paris, Jessica Gee-George, Joey Lotsko, Jace Norman, Clara Quilichini, Kylian Trouillard, Marie Chevalot, Pierre Tessier, Sébastien Desjours, Xavier Fagnon, Ben Stassen, Jeremy Degruson
tm327926;Panoptic;Panoptic explores Lebanon's schizophrenia. Depicting a nation thriving for modernity while ignoring the vices preventing it from achieving its goal, director Rana Eid examines this paradox through sound, iconic monuments and secret hideouts.;2020;;79;documentation;AE, LB;6.4;64.0;Rana Eid
tm897418;DNA;DNA revolves around a woman with close ties to a beloved Algerian grandfather who protected her from a toxic home life as a child. When he dies, it triggers a deep identity crisis as tensions between her extended family members escalate revealing new depths of resentment and bitterness.;2020;;90;drama;FR;6.0;1129.0;Fanny Ardant, Louis Garrel, Dylan Robert, Marine Vacth, Caroline Chaniolleau, Alain Françon, Florent Lacger, Henri-Noël Tabary, Maïwenn, Anne Berest, Quentin Hinard, Solon Hidiroglou, Ulysse Hidiroglou, Shayma Kramti, François Raison, Géraldine Rivette del Rio, Messaoud Kheniche, Messaouda Dendoune, Lyes Salem, Estelle Dossin, Omar Marwan, Susan Angelo, David Haack, Nzinga Moore, Philip Shahbaz, Maïwenn
tm822271;Crazy Awesome Teachers;When staff salaries get stolen at his school, a reluctant new teacher sets out to recoup the money and soon discovers the joys of teaching.;2020;;101;comedy;ID;6.2;477.0;Gading Marten, Dian Sastrowardoyo, Faradina Mufti, Boris Bokir, Asri Welas, Arswendi Nasution, Kevin Ardilova, Shakira Jasmine, Kiki Narendra, Ibnu Jamil, Jean Marais, Sri Hartini, Aimee Saras, Tony Merle, Rizky Mocil, Dewi Pakis, Budiman, Ajeng Sharfina, Ariell Nikandro Mailangkay, Yoga Mohamad, Ricky Saldian, Ajat Sudrajat, Yeri Mulyono, Lukman Hermawan, Frans Sumagan Hasibuan, Ahmad Ramadhan Alrasyid, Bowie Budianto, Diky Zulkarnaen, Aina Nisa F.P.S., Alfatih Darmawan, Iyus Gumelar, Mak Gondut, Fikri Hadil, Kery Astina, Ibrahim, Abbe Rachman, Putricia Adelianti, Hiroto Rauzan Fikri, Bagus Satrio, Sammaria Simanjuntak
